Freq,40.25,40.15,40.05,39.95,39.85,39.75,39.65,39.55,39.45,39.35,39.25,39.15,39.05,38.95,38.85,38.75,38.65,38.55,38.45,38.35,38.25,38.15,38.05,37.95,37.85,37.75,37.65,37.55,37.45,37.35,37.25,37.15,37.05,36.95,36.85,36.75,36.65,36.55,36.45,36.35,36.25,36.15,36.05,35.95,35.85,35.75,35.65,35.55,35.45,35.35,35.25,35.15,35.05,34.95,34.85,34.75,34.65,34.55,34.45,34.35,34.25,34.15,34.05,33.95,33.85,33.75,33.65,33.55,33.45,33.35,33.25,33.15,33.05,32.95,32.85,32.75,32.65,32.55,32.45,32.35,32.25,32.15,32.05,31.95,31.85,31.75,31.65,31.55,31.45,31.35,31.25,31.15,31.05,30.95,30.85,30.75,30.65,30.55,30.45,30.35,30.25
1,-0.214204164,-0.214307456,-0.21387655,-0.214395194,-0.214521039,-0.21534266,-0.213981936,-0.214525832,-0.213802842,-0.214722963,-0.21495158,-0.214441805,-0.214909196,-0.216997961,-0.215704476,-0.229766972,-0.21866399,-0.225432388,-0.215962794,-0.216408656,-0.216125885,-0.221098594,-0.216569833,-0.223158616,-0.216887563,-0.221975506,-0.229052987,-0.218355295,-0.225652579,-0.217537299,-0.218847892,-0.218995019,-0.21814799,-0.21874188,-0.221648386,-0.220103637,-0.220697647,-0.219711329,-0.222119974,-0.220688228,-0.223649013,-0.221039167,-0.230045981,-0.22037537,-0.221361004,-0.222014415,-0.221564908,-0.222655289,-0.22282846,-0.223220259,-0.227385861,-0.223581338,-0.223037969,-0.227681735,-0.228129412,-0.224643196,-0.225170076,-0.225612479,-0.241623922,-0.225535959,-0.235715191,-0.248145625,-0.226681842,-0.226474682,-0.226551031,-0.227441281,-0.226454574,-0.230197926,-0.227546928,-0.227687607,-0.227394175,-0.228803003,-0.229609621,-0.228426922,-0.22979633,-0.229881495,-0.230457131,-0.231841553,-0.230844389,-0.239043532,-0.231823832,-0.232781322,-0.231704173,-0.232851145,-0.233020682,-0.233381842,-0.233177787,-0.233798122,-0.237051093,-0.234161242,-0.23301313,-0.235366725,-0.235019951,-0.238188532,-0.236040626,-0.236697206,-0.236159547,-0.23522965,-0.236849579,-0.237319433,-0.237471089
1.044444444,-0.219542069,-0.219821103,-0.219220294,-0.219930442,-0.220076407,-0.220967757,-0.219311575,-0.219993275,-0.219080662,-0.220175404,-0.220684131,-0.220255254,-0.220833945,-0.223376767,-0.22186153,-0.238345206,-0.226247035,-0.232650202,-0.222001136,-0.221376142,-0.221271499,-0.226574545,-0.221594195,-0.232772975,-0.231102625,-0.226264717,-0.227426428,-0.22336932,-0.233257021,-0.203946714,-0.22848649,-0.234929015,-0.222920521,-0.223627977,-0.221366116,-0.225124354,-0.225772426,-0.224519652,-0.22738164,-0.217821475,-0.229134093,-0.19815815,-0.237993056,-0.224839997,-0.226823115,-0.226772945,-0.22776666,-0.227480372,-0.227662225,-0.228468551,-0.233781066,-0.229567688,-0.237943938,-0.234769574,-0.234361245,-0.229577244,-0.229906316,-0.230474961,-0.249872993,-0.230396714,-0.243216649,-0.259400648,-0.231319606,-0.231075677,-0.231100382,-0.232038076,-0.230617783,-0.235624333,-0.227383395,-0.228092428,-0.230585175,-0.231174476,-0.234196074,-0.232138149,-0.232610164,-0.240582835,-0.234646528,-0.237434264,-0.235093786,-0.245828117,-0.236340438,-0.23739694,-0.235944947,-0.237265032,-0.237177763,-0.236838407,-0.237224383,-0.23812347,-0.242737947,-0.238345205,-0.236962098,-0.239654872,-0.239170257,-0.256847118,-0.24032606,-0.297773943,-0.227411248,-0.23908399,-0.240721939,-0.240987164,-0.245772593
1.088888889,-0.226325008,-0.226625415,-0.226034568,-0.226745758,-0.226869765,-0.227909393,-0.22590322,-0.226727959,-0.225616867,-0.226886227,-0.227465347,-0.22692955,-0.227551099,-0.230532335,-0.22874481,-0.248412945,-0.233832801,-0.241330511,-0.228736015,-0.227899474,-0.227678333,-0.233936859,-0.227982955,-0.241889162,-0.242854089,-0.233565628,-0.233529493,-0.229813284,-0.242493956,-0.197778622,-0.236379517,-0.245137307,-0.229148795,-0.229900027,-0.226143571,-0.231553952,-0.232267695,-0.230779038,-0.234080148,-0.219515643,-0.236070584,-0.184887201,-0.247684063,-0.230865209,-0.2334138,-0.233044323,-0.234638693,-0.233781848,-0.233965445,-0.234987861,-0.241773144,-0.236408497,-0.249992229,-0.243564486,-0.242182734,-0.235852273,-0.236141403,-0.236857494,-0.259928918,-0.23662671,-0.252445458,-0.27287024,-0.237476252,-0.237200375,-0.237179554,-0.238167476,-0.236396314,-0.242673512,-0.230563491,-0.231620861,-0.235734627,-0.235891527,-0.240364558,-0.237613075,-0.237607019,-0.250229904,-0.240489522,-0.244034907,-0.240920605,-0.254618868,-0.24246119,-0.243498098,-0.241793371,-0.243318997,-0.242986088,-0.242232396,-0.242973614,-0.244110336,-0.249735367,-0.244169583,-0.242543876,-0.245608002,-0.244976723,-0.272100837,-0.246301655,-0.340047936,-0.229749065,-0.244596954,-0.246379431,-0.246487031,-0.253988428
1.133333333,-0.234372674,-0.234590762,-0.234062158,-0.234719228,-0.234797237,-0.236039276,-0.233637532,-0.234614992,-0.233295019,-0.234746144,-0.235274208,-0.234511128,-0.23512619,-0.238558089,-0.236443903,-0.259923835,-0.241873504,-0.251374046,-0.236251782,-0.235728903,-0.235233233,-0.24292851,-0.235589977,-0.251179266,-0.25291958,-0.243379556,-0.245953649,-0.23753571,-0.25325764,-0.19788353,-0.243469523,-0.251662962,-0.236661517,-0.237416232,-0.234857016,-0.239250108,-0.240041394,-0.238328249,-0.24207507,-0.224902684,-0.244326034,-0.180068153,-0.259032617,-0.238262102,-0.241064141,-0.240660901,-0.242279137,-0.241404762,-0.241586438,-0.24268298,-0.251245024,-0.244154235,-0.260147471,-0.253971008,-0.251472414,-0.24338335,-0.243721014,-0.244607411,-0.271687629,-0.244133688,-0.263300762,-0.288533968,-0.244994934,-0.244692317,-0.244631282,-0.245672706,-0.243602531,-0.251190496,-0.236509709,-0.237721005,-0.242586268,-0.242614938,-0.247954265,-0.244636826,-0.244489125,-0.259321268,-0.24779777,-0.251717279,-0.248161782,-0.265255742,-0.250024236,-0.250973555,-0.249081228,-0.250843246,-0.250269573,-0.249319187,-0.250238737,-0.25159023,-0.258050369,-0.251465454,-0.249585408,-0.253053706,-0.252265272,-0.28483967,-0.253791728,-0.365192174,-0.238594519,-0.251589747,-0.253610793,-0.253606913,-0.262367771
1.177777778,-0.243554493,-0.243627955,-0.243139522,-0.243767696,-0.243788722,-0.245269843,-0.242432984,-0.243576834,-0.24203594,-0.243681972,-0.244102203,-0.243042392,-0.243619357,-0.247534402,-0.245041042,-0.272864368,-0.250704198,-0.26272157,-0.244630324,-0.244701959,-0.24390893,-0.253359005,-0.244314457,-0.261182984,-0.261963514,-0.255306829,-0.263261855,-0.24643114,-0.265492095,-0.203276405,-0.250555122,-0.256314014,-0.245339079,-0.246078817,-0.246550606,-0.248115132,-0.248996318,-0.24705598,-0.251271183,-0.233283058,-0.253811361,-0.182622163,-0.272001397,-0.246897604,-0.249735243,-0.249506398,-0.250774429,-0.250242382,-0.250421321,-0.251494045,-0.262127437,-0.252854971,-0.269209701,-0.265943611,-0.262155858,-0.252113546,-0.252539139,-0.253620511,-0.285092032,-0.252855415,-0.275727581,-0.306425025,-0.253767401,-0.253443814,-0.253347124,-0.254445824,-0.252103911,-0.261073486,-0.24477099,-0.245968131,-0.250950748,-0.251087967,-0.256854008,-0.253053842,-0.253033326,-0.268272839,-0.256438246,-0.260548768,-0.256703204,-0.277640851,-0.258918254,-0.25974728,-0.257690925,-0.259719333,-0.258903865,-0.257919229,-0.258886914,-0.260445606,-0.267701122,-0.2601142,-0.257964775,-0.26187093,-0.260913387,-0.295828101,-0.262672998,-0.37671906,-0.250968734,-0.259935483,-0.262263789,-0.262192938,-0.271128603
1.222222222,-0.253782896,-0.253684068,-0.253187138,-0.253843011,-0.25380505,-0.255550199,-0.252242051,-0.25356974,-0.251793974,-0.25365327,-0.253954667,-0.252565739,-0.253089239,-0.257534373,-0.254615321,-0.287253917,-0.260569064,-0.275351545,-0.253954751,-0.254726027,-0.25371627,-0.26509573,-0.254095939,-0.272326361,-0.270556539,-0.269029443,-0.284007584,-0.256435336,-0.279189839,-0.213123101,-0.258294999,-0.26065714,-0.255107618,-0.255829531,-0.260413054,-0.258091532,-0.259075744,-0.256895282,-0.261614244,-0.244102394,-0.264477253,-0.19157018,-0.286601875,-0.256687861,-0.259416579,-0.259510291,-0.260205652,-0.260231136,-0.260409073,-0.261394018,-0.274396742,-0.262564776,-0.277842126,-0.279486196,-0.274203093,-0.262013004,-0.262533063,-0.263836187,-0.300130744,-0.262758386,-0.289715561,-0.326633367,-0.26372888,-0.263390851,-0.263262321,-0.264422601,-0.261816545,-0.272269236,-0.255003763,-0.256045142,-0.260696925,-0.261124933,-0.266997125,-0.262760591,-0.263081053,-0.277437594,-0.266326791,-0.270595685,-0.266474381,-0.291734656,-0.269077199,-0.269776097,-0.267549986,-0.269874694,-0.26881056,-0.267909742,-0.268833033,-0.270604471,-0.278719655,-0.27004201,-0.267605356,-0.271984353,-0.270844347,-0.305730458,-0.272868817,-0.378833177,-0.265056154,-0.269553099,-0.272237957,-0.272142358,-0.280467643
1.266666667,-0.265008766,-0.2647403,-0.264195982,-0.264930242,-0.264836924,-0.266864124,-0.26304933,-0.264582132,-0.262555151,-0.264650866,-0.264853118,-0.263128002,-0.263597181,-0.268629768,-0.26524708,-0.303146997,-0.271645254,-0.289280066,-0.264313313,-0.265765901,-0.26467488,-0.278058063,-0.264911649,-0.284942221,-0.279193886,-0.284295931,-0.306773145,-0.267522848,-0.294393928,-0.226727135,-0.267217603,-0.266027317,-0.265935676,-0.266647447,-0.275753813,-0.269159931,-0.270261416,-0.267820513,-0.273089172,-0.256933123,-0.276312912,-0.206046967,-0.302897344,-0.267594372,-0.270126062,-0.270644826,-0.270655032,-0.271348021,-0.271529074,-0.272388129,-0.288075679,-0.273346771,-0.28659711,-0.294655009,-0.287628788,-0.27307976,-0.273680831,-0.275235059,-0.3168398,-0.273838354,-0.305300597,-0.349313022,-0.274855415,-0.274510461,-0.27435313,-0.275579877,-0.272701325,-0.284771233,-0.26695805,-0.267728056,-0.271746336,-0.272603553,-0.278358898,-0.27370113,-0.274531762,-0.287122687,-0.27742433,-0.281929103,-0.277445566,-0.307555549,-0.280477586,-0.2810493,-0.278628036,-0.281279743,-0.279953963,-0.27921948,-0.280036155,-0.28203753,-0.29115584,-0.28121686,-0.27847249,-0.283361271,-0.282023975,-0.315133008,-0.284345958,-0.375524136,-0.279847573,-0.280403756,-0.283480119,-0.283399167,-0.290569312
1.311111111,-0.277219273,-0.276811734,-0.276211474,-0.277047789,-0.276905599,-0.279230026,-0.274871475,-0.276634823,-0.274337158,-0.27669718,-0.276838737,-0.274785611,-0.275212073,-0.280897504,-0.277022795,-0.320637983,-0.284064934,-0.304563119,-0.275803811,-0.277835667,-0.276796247,-0.292213614,-0.276776032,-0.299292098,-0.288313182,-0.300906485,-0.330260151,-0.279706885,-0.311203861,-0.243517527,-0.277735264,-0.273542234,-0.277833299,-0.278548985,-0.291977882,-0.281339271,-0.282573837,-0.279846679,-0.285720621,-0.271460676,-0.289347181,-0.225310588,-0.321009771,-0.279622722,-0.281911912,-0.282924509,-0.282213052,-0.283610395,-0.283801009,-0.284515316,-0.303237328,-0.285279154,-0.295940766,-0.311565582,-0.302495353,-0.285342388,-0.286001073,-0.287838999,-0.335307642,-0.286122714,-0.322569628,-0.374694529,-0.287163547,-0.286820456,-0.286636505,-0.287935278,-0.284762629,-0.298620672,-0.280467955,-0.280875846,-0.284070505,-0.285460597,-0.290956333,-0.285865269,-0.287339432,-0.297605017,-0.289735579,-0.29463157,-0.289627122,-0.325182964,-0.293138162,-0.293590184,-0.290936128,-0.293947335,-0.292340187,-0.291826235,-0.29249837,-0.29475769,-0.305082911,-0.293647775,-0.290572416,-0.296010805,-0.294459709,-0.324563913,-0.297113745,-0.370080305,-0.294875857,-0.292489512,-0.295982398,-0.295952213,-0.301614373
1.355555556,-0.29044058,-0.28994908,-0.289319083,-0.290249452,-0.290065415,-0.292702932,-0.287759014,-0.289783166,-0.287191184,-0.289848459,-0.289977228,-0.287610807,-0.288016177,-0.294427136,-0.290040851,-0.339868864,-0.297936172,-0.32130149,-0.288538816,-0.290994513,-0.290075164,-0.30757585,-0.289742682,-0.31558977,-0.298312411,-0.318695675,-0.353469941,-0.293041663,-0.3297866,-0.263038243,-0.290161757,-0.284111758,-0.29085375,-0.291590347,-0.308557629,-0.294689534,-0.296075105,-0.293031359,-0.299576205,-0.287474105,-0.303652339,-0.248749226,-0.341131565,-0.292824028,-0.294856626,-0.296408285,-0.29498674,-0.297078313,-0.297287342,-0.297851926,-0.320013016,-0.298462734,-0.306276764,-0.330404922,-0.318919519,-0.298864752,-0.299555362,-0.301713738,-0.355684137,-0.299675013,-0.341669284,-0.403104154,-0.30071246,-0.300381648,-0.300172255,-0.301549407,-0.29804954,-0.313910531,-0.295446211,-0.295424389,-0.297691065,-0.299690708,-0.304850429,-0.29928933,-0.301512046,-0.3091462,-0.30331025,-0.308805174,-0.303071218,-0.344764538,-0.307122077,-0.307459677,-0.30452845,-0.307934688,-0.306018629,-0.305757026,-0.306266063,-0.308821977,-0.320604949,-0.307386433,-0.303953539,-0.309985464,-0.30820199,-0.33451211,-0.311225569,-0.364962615,-0.310032099,-0.305854253,-0.309782674,-0.309835742,-0.313788826
